State/Parent NTD ID,NTD ID,Legacy NTD ID,Agency Name,Division/Department,Reporter Acronym,Doing Business As,Reporter Type,Reporting Module,Organization Type,Reported By NTD ID,Reported by Name,Public Sponsor,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,P.O. Box,City,State,Zip Code,Zip Code Ext,Region,URL,FTA Recipient ID,UEID, Service Area Sq Miles , Service Area Pop ,Primary UZA UACE Code,UZA Name,Tribal Area Name, Population , Density , Sq Miles , VOMS DO , VOMS PT , Total VOMS ,Volunteer Drivers,Personal Vehicles,TAM Tier,Number of State Counties,Number of Counties with Service, State Admin Funds Expended 
,00023,0023,City of Seattle,,SMS,Seattle Center Monorail,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,12/31/24,4/30/25,370 Thomas St,,,Seattle,WA,98109,4622,10,http://www.seattlemonorail.com/,1749,GTE1QV8H9358, 83 ," 753,655 ",80389,"Seattle--Tacoma, WA",," 3,544,011 "," 3,607.1 ", 982.5 ,, 8 , 8 ,,,Tier I (Rail),,,
,00024,0024,Clark County Public Transportation Benefit Area Authority,,,C-TRAN,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,12/31/24,4/30/25,2425 Ne 65Th Ave,,2529,Vancouver,WA,98661,6809,10,http://www.c-tran.com/,1729,GLHCGVXGNPM7, 143 ," 457,472 ",71317,"Portland, OR--WA",," 2,104,238 "," 4,052.1 ", 519.3 , 167 ,, 167 ,,,Tier II,,,
,00025,0025,Salem Area Mass Transit District,,SAMTD or SKT,Salem-Keizer Transit or Cherriots,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,6/30/24,10/31/24,555 Court St Ne Ste 5230,,,Salem,OR,97301,3980,10,http://www.cherriots.org/,1740,R7TNFAGJVZA1, 78 ," 309,881 ",78229,"Salem, OR",," 268,331 "," 3,691.8 ", 72.7 , 55 , 84 , 139 ,,,Tier II,,,
,00026,0T26,Bristol Bay Native Association,Transportation and Infrastructure Development,BBNA,,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,1500 Kanakanak Rd,,310,Dillingham,AK,99576,,10,http://www.bbna.com/,7163,PVN7PNGJS147, 63 ," 2,539 ",00002,Alaska Non-UZA,"Dillingham ANVSA, AK"," 359,299 ", -   , -   ,,,,,,Tier II,,,
,00027,0T27,Confederated Tribes of Siletz Indians,Planning,CTSI,CTSI Planning Department,Reduced Reporter,Tribe,Tribe,,,,,6/30/24,10/31/24,201 Se Swan Ave,,549,Siletz,OR,97380,2077,10,http://www.ctsi.nsn.us/,7043,WQ4YPGKMFVM4,,,00041,Oregon Non-UZA,"Siletz Reservation and Off-Reservation Trust Land, OR"," 1,553,447 ", -   , -   ,,,,,,Tier II,,,
,00028,0028,County of Pierce,,,Pierce County Ferry,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,12/31/24,4/30/25,950 Fawcett Ave Ste 100,,,Tacoma,WA,98402,5603,10,http://www.co.pierce.wa.us/,5013,ZLQHKM7CHCF3, 233 ," 925,708 ",80389,"Seattle--Tacoma, WA",," 3,544,011 "," 3,607.1 ", 982.5 ,, 2 , 2 ,,,Tier II,,,
,00029,0029,Snohomish County Public Transportation Benefit Area Corporation,,CT,Community Transit,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,12/31/24,4/30/25,2312 W Casino Rd,,,Everett,WA,98204,1440,10,https://www.communitytransit.org/,2578,UMNBEBHJUNL4, 257 ," 920,344 ",80389,"Seattle--Tacoma, WA",," 3,544,011 "," 3,607.1 ", 982.5 , 448 , 115 , 563 ,,,Tier I (Fixed Route VOMS),,,
,00030,0T30,Chickaloon Native Village,Transportation,CATs,Chickaloon Area Transit System (Transit),Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,9255 N Glenn Hwy,,,Palmer,AK,99645,8164,10,http://www.chickaloon-nsn.gov,6666,YWH8Q1JLRDN9,,,00002,Alaska Non-UZA,"Chickaloon ANVSA, AK"," 359,299 ", -   , -   , 3 ,, 3 ,,,Tier II,,,
,00031,0T31,Shoshone-Bannock Tribes,Department of Transportation/Public Transit,SBTDOT,,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,P.O. Box 306,,306,Fort Hall,ID,83203,,10,https://www.shobandot.com/transit,6976,PFM3F9M7MG44,,,00016,Idaho Non-UZA,"Fort Hall Reservation and Off-Reservation Trust Land, ID"," 836,252 ", -   , -   , 7 ,, 7 ,,,Tier II,,,
,00033,0R03-021,Senior Services of Snohomish County,Transportation Assistance Program,TAP,Homage Senior Services,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,00029 - Snohomish County Public Transportation Benefit Area Corporation - Snohomish County contracts with Homage to provide paratransit services. The Snohomish County funding for transportation also provides a portion of the matching funds that are required of WSDOT grant awards; 0R03 - Washington State Department of Transportation - Snohomish County contracts with Homage to provide paratransit services. The Snohomish County funding for transportation also provides a portion of the matching funds that are required of WSDOT grant awards,,12/31/24,4/30/25,5026 196Th St Sw,,,Lynnwood,WA,98036,6102,10,http://www.homage.org/transportation/,1724,FV3PNPMJB534," 2,087 "," 827,957 ",80389,"Seattle--Tacoma, WA",," 3,544,011 "," 3,607.1 ", 982.5 , 11 ,, 11 ,,,Tier II,,,
,00034,0034,Rogue Valley Transportation District,,RVTD,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,6/30/24,10/31/24,101 S Front St,,,Medford,OR,97501,7249,10,http://www.rvtd.org/,1739,FNZXSNMFA535, 78 ," 180,555 ",55981,"Medford, OR",," 171,640 "," 2,723.6 ", 63.0 , 34 , 18 , 52 ,,,Tier II,,,
,00035,0035,Washington State Ferries,,WSF,,Full Reporter,Urban,State Government Unit or Department of Transportation,,,,,6/30/24,10/31/24,310 Maple Park Ave Se,,,Olympia,WA,98501,2348,10,http://www.wsdot.wa.gov/ferries/,1724,FCT9KQ8L2574," 1,945 "," 3,919,300 ",80389,"Seattle--Tacoma, WA",," 3,544,011 "," 3,607.1 ", 982.5 , 15 ,, 15 ,,,Tier II,,,
,00036,0T36,Makah Tribal Council,Makah Transit,,,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,201 Resort Dr,,,Neah Bay,WA,98357,7601,10,http://www.makah.com/,6907,DTRYXWQJF723,,,00053,Washington Non-UZA,"Makah Indian Reservation, WA"," 1,895,776 ", -   , -   , 1 ,, 1 ,,,Tier II,,,
,00040,0040,Central Puget Sound Regional Transit Authority,,ST,Sound Transit,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,12/31/24,4/30/25,401 S Jackson St,,,Seattle,WA,98104,2826,10,http://www.soundtransit.org/,5656,GPFAQBCY95D3," 1,089 "," 3,385,200 ",80389,"Seattle--Tacoma, WA",," 3,544,011 "," 3,607.1 ", 982.5 , 296 , 133 , 429 ,,,Tier I (Rail),,,
,00041,0041,Alaska Railroad Corporation,,ARRC,,Full Reporter,Urban,State Government Unit or Department of Transportation,,,,,12/31/24,4/30/25,327 W Ship Creek Ave,,107500,Anchorage,AK,99501,1671,10,http://www.alaskarailroad.com,5806,NTFBL2RJ7X99, 266 ," 352,701 ",02305,"Anchorage, AK",," 249,252 "," 2,718.4 ", 91.7 , 59 ,, 59 ,,,Tier I (Rail),,,
,00043,0043,Chelan Douglas PTBA,,,Link Transit,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,12/31/24,4/30/25,2700 Euclid Ave,,,Wenatchee,WA,98801,5914,10,http://www.linktransit.com/,5606,MV3YVKFM9W77, 197 ," 122,915 ",93862,"Wenatchee, WA",," 78,142 "," 2,396.8 ", 32.6 , 81 , 1 , 82 ,,,Tier II,,,
,00044,0044,Skagit Transit,,SKT,,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,12/31/24,4/30/25,600 County Shop Ln,,,Burlington,WA,98233,9772,10,https://www.skagittransit.org/,5816,KL82E3EQNM61, 760 ," 118,568 ",60490,"Mount Vernon, WA",," 66,825 "," 2,179.3 ", 30.7 , 79 ,, 79 ,,,Tier II,,,
,00045,0045,Fairbanks North Star Borough,Transportation,MACS,Metropolitan Area Commuter System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,907 Terminal St,,,Fairbanks,AK,99701,2868,10,http://www.fnsb.gov/transportation,1734,KBLKNWKWRAX5," 7,338 "," 95,356 ",28549,"Fairbanks, AK",," 71,396 ", 960.9 , 74.3 , 20 ,, 20 ,,,Tier II,,,
,00046,0046,City of Wilsonville,,SMART,South Metro Area Regional Transit,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,29799 Sw Town Center Loop E,,,Wilsonville,OR,97070,9454,10,http://www.ridesmart.com/,5706,J9AUEWEGF9L7, 80 ," 73,800 ",71317,"Portland, OR--WA",," 2,104,238 "," 4,052.1 ", 519.3 , 17 , 2 , 19 ,,,Tier II,,,
,00047,0047,City of Corvallis,Public Works Department,CTS,Corvallis Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,501 Sw Madison Ave,,1083,Corvallis,OR,97333,4601,10,http://www.corvallisoregon.gov/cts,5664,P6JYFJDEZWF8, 14 ," 67,306 ",20422,"Corvallis, OR",," 66,791 "," 3,826.9 ", 17.5 ,, 10 , 10 ,,,Tier II,,,
,00048,0048,City of Lewiston,Transit Division,LTS,Lewiston Transit System,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,9/30/24,1/31/25,1134 F St,,617,Lewiston,ID,83501,1930,10,http://www.ridethevalley.org,5981,USMMWLRUYBD5, 17 ," 54,798 ",49312,"Lewiston, ID--WA",," 54,798 "," 1,962.1 ", 27.9 , 5 ,, 5 ,,,Tier II,,,
,00051,0051,Asotin County Public Transportation Benefit Area,,PTBA,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,12/31/24,4/30/25,1494 Poplar St,,,Clarkston,WA,99403,2348,10,http://www.asotincoptba.com,6450,XEMWMJSAKYW8, 20 ," 22,397 ",49312,"Lewiston, ID--WA",," 54,798 "," 1,962.1 ", 27.9 , 13 ,, 13 ,,,Tier II,,,
,00053,0053,Coeur d'Alene Tribe,Transit Department,,Citylink Transit,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,850 A St,,236,Plummer,ID,83851,7000,10,https://www.kcgov.us/490/Citylink-South-Routes,6807,VMMMDTT25GV5, 388 ," 21,188 ",18451,"Coeur d'Alene, ID","Coeur d'Alene Reservation, ID"," 121,831 "," 2,605.7 ", 46.8 , 7 ,, 7 ,,,Tier II,,,
,00055,0055,Kootenai County,Transit Department,KCPT,Citylink North,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,9/30/24,1/31/25,451 N Government Way,,9000,Coeur D Alene,ID,83814,2988,10,http://www.kcgov.us/486/Transit-Services,6283,JDGLH97AM1R1, 32 ," 90,132 ",18451,"Coeur d'Alene, ID",," 121,831 "," 2,605.7 ", 46.8 ,, 4 , 4 ,,,Tier II,,,
,00057,0057,Central Oregon Intergovernmental Council,Cascades East Transit,CET,Cascades East Transit,Full Reporter,Urban,"MPO, COG or Other Planning Agency",,,,,6/30/24,10/31/24,334 Ne Hawthorne Ave,,,Bend,OR,97701,4727,10,https://www.coic.org/transportation/cascade-east-transit/,7112,HWSZUENCALS5, 78 ," 156,297 ",06868,"Bend, OR",," 106,988 "," 2,522.9 ", 42.4 , 22 , 68 , 90 ,,,Tier II,,,
,00058,0058,City of Portland,Bureau of Transportation,PBOT,Portland Streetcar,Full Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,1221 Sw 4Th Ave,,,Portland,OR,97204,1900,10,https://www.portland.gov/transportation,1728,N5NMTXG2UE65, 11 ," 101,220 ",71317,"Portland, OR--WA",," 2,104,238 "," 4,052.1 ", 519.3 ,, 14 , 14 ,,,Tier I (Rail),,,
,00059,0059,Josephine County,Transit,JCT,Josephine Community Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,201 River Heights Way,,,Grants Pass,OR,97527,5432,10,https://www.josephinecounty.gov/departments/transit/index.php,6746,GHCKNZMHPP51, 80 ," 48,000 ",34516,"Grants Pass, OR",," 55,724 "," 1,832.0 ", 30.4 , 18 ,, 18 ,,,Tier II,,,
,00061,0061,City of Albany,Public Works,ATS,"Albany Transit System, Linn-Benton Loop",Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,333 Broadalbin St Sw,,490,Albany,OR,97321,2247,10,"albanytransit.com,taketheloop.com",5676,ZBCVCUBFETA2, 36 ," 123,730 ",00955,"Albany, OR",," 62,074 "," 2,693.2 ", 23.1 , 15 ,, 15 ,,,Tier II,,,
0R02,00063,0063,City of Milton-Freewater,Planning - Public Transit,,,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,,Rural General Public Transit,6/30/24,10/31/24,722 S Main St,,6,Milton Freewater,OR,97862,1453,10,http://www.mfcity.com/,7213,SMYLH8JBC7L5,,,,,, -   , -   , -   ,, 2 , 2 ,0,0,Tier II,,,
,00064,0064,Valley Transit,,VT,,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,,12/31/24,4/30/25,1401 W Rose St,,,Walla Walla,WA,99362,4702,10,http://www.valleytransit.com/,5607,E3SFN4BCQ5X8, 25 ," 47,390 ",91405,"Walla Walla, WA--OR",," 50,013 "," 2,095.9 ", 23.9 , 19 ,, 19 ,,,Tier II,,,
,00065,0065,Benton County,Public Works,BAT,Benton Area Transit,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,,6/30/24,10/31/24,4500 Sw Research Way,,1083,Corvallis,OR,97333,1093,10,www.RidetheBAT.com,1723,DWAANDYBQH65, 675 ," 96,017 ",20422,"Corvallis, OR",," 66,791 "," 3,826.9 ", 17.5 ,, 13 , 13 ,,,Tier II,,,
,00075,0T05,Confederated Tribes of the Grand Ronde Community of Oregon,,CTGR,,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,9615 Grand Ronde Rd,,,Grand Ronde,OR,97347,9712,10,http://www.grandronde.org/,6678,K4ZDA84UXNN5,,,00041,Oregon Non-UZA,"Grand Ronde Community and Off-Reservation Trust Land, OR", -   , -   , -   ,,,,,,Tier II,,,
,00085,0T08,Gulkana Village Council,Transit,SET,Soaring Eagle Transit,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,P.O. Box 254,,254,Gakona,AK,99586,,10,http://www.soaringeagletransit.com,6667,QL7BYD83M133,,,00002,Alaska Non-UZA,"Tazlina ANVSA, AK; Gakona ANVSA, AK; Copper Center ANVSA, AK; Chitina ANVSA, AK; Chistochina ANVSA, AK; Gulkana ANVSA, AK"," 359,299 ", -   , -   , 3 ,, 3 ,,,Tier II,,,
,00095,0T11,Lummi Nation,Lummi Indian Business Council,LIBC,Lummi Transit,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,2665 Kwina Rd,,,Bellingham,WA,98226,9291,10,https://www.lummi-nsn.gov/Website.php?PageID=459,6684,TP4UB9N6TSA5,,,00053,Washington Non-UZA,"Lummi Reservation, WA"," 1,895,776 ", -   , -   , 4 ,, 4 ,,,Tier II,,,
,00103,0T16,Squaxin Island Tribe,Transit,SIT,Squaxin Island Transit,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,10 Se Squaxin Ln,,,Shelton,WA,98584,9200,10,http://squaxinisland.org/government/departments/community-development/squaxin-island-transit/,6686,Z7LUCA1NAJ85,,,00053,Washington Non-UZA,"Squaxin Island Reservation and Off-Reservation Trust Land, WA; Skokomish Reservation and Off-Reservation Trust Land, WA"," 1,895,776 ", -   , -   , 5 ,, 5 ,,,Tier II,,,
,00111,0T03,Confederated Tribes and Bands of The Yakama Nation,"Economic Development, Pahto Public Passage Tribal Transportation",CTABOTYN,Pahto Public Passage,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,401 Fort Rd,,151,Toppenish,WA,98948,,10,http://www.pahtotransit.com,6679,Q4EDSUR34U61, -   , -   ,00053,Washington Non-UZA,"Yakama Nation Reservation and Off-Reservation Trust Land, WA"," 1,895,776 ", -   , -   , 7 ,, 7 ,,,Tier II,,,
,00119,0T06,Confederated Tribes of the Umatilla Indian Reservation,Public Transportation,CTUIR,Kayak Public Transit,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,46411 Timine Way,,,Pendleton,OR,97801,9467,10,https://ctuir.org/tribal-services/planning/kayak-public-transit,6800,MX2KEMW2J5Z3,,,00041,Oregon Non-UZA,"Umatilla Reservation and Off-Reservation Trust Land, OR--WA"," 1,553,447 ", -   , -   , 8 ,, 8 ,,,Tier II,,,
,00127,0T07,Cowlitz Indian Tribe,Transit,CITDOT,Cowlitz Tribe Transit Service,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,1055 9Th Ave Ste B,,2547,Longview,WA,98632,2661,10,https://cowlitz.org/transit,6808,PG4FZK2YY5T1,,,00053,Washington Non-UZA,"Cowlitz Reservation, WA"," 1,895,776 ", -   , -   , 8 ,, 8 ,,,Tier II,,,
,00135,0T12,Nez Perce Tribe,Transit,,Appaloosa Express,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,120 Bever Grade,,365,Lapwai,ID,83540,,10,https://www.nezperce.org/bus/,5972,N6M5CKJT8G71,,,00016,Idaho Non-UZA,"Nez Perce Reservation, ID"," 836,252 ", -   , -   , 4 ,, 4 ,,,Tier II,,,
,00143,0T01,Asa'carsarmiut Tribe,Transportation,ATCTS,Asa'carsarmiut Tribal Council Transit Service,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,P.O. Box 32249,,32249,Mountain Village,AK,99632,0249,10,,6805,SPK7W84CDMQ7,,,00002,Alaska Non-UZA,"Mountain Village ANVSA, AK"," 359,299 ", -   , -   , 1 ,, 1 ,,,Tier II,,,
,00199,0T23,Seldovia Village Tribe,,SVT,Seldovia Bay Ferry,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,206 Main St,,,Seldovia,AK,99663,0250,10,http://seldoviabayferry.com,6744,E1KRVY671B35,,,00002,Alaska Non-UZA,"Seldovia ANVSA, AK"," 359,299 ", -   , -   , 1 ,, 1 ,,,Tier II,,,
,00207,0T24,Spokane Tribe of Indians,Transit,TME,The Moccasin Express,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,6195 Ford Wellpinit Rd,,100,Wellpinit,WA,99040,9707,10,https://www.spokanetribe.com/resources/dnr/transit-services/,6937,Q4XPD6M7TNE7,,,00053,Washington Non-UZA,"Spokane Reservation and Off-Reservation Trust Land, WA"," 1,895,776 ", -   , -   , 10 ,, 10 ,,,Tier II,,,
,00223,0T28,Jamestown S'Klallam Tribe,,JST,,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,1033 Old Blyn Hwy,,,Sequim,WA,98382,7670,10,https://www.clallamtransit.com/route50,6986,MLVMMNN8LJS7,,,00053,Washington Non-UZA,"Jamestown S'Klallam Reservation and Off-Reservation Trust Land, WA"," 1,895,776 ", -   , -   ,,,,,,Tier II,,,
,00231,0T33,Confederated Tribes of Warm Springs,,CTWS,,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,P.O. Box C,,C,Warm Springs,OR,97761,,10,https://warmsprings-nsn.gov/,6978,HLTFBD3FTDG8,,,00041,Oregon Non-UZA,"Warm Springs Reservation and Off-Reservation Trust Land, OR"," 1,553,447 ", -   , -   ,,,,,,Tier II,,,
,00239,0T34,Ketchikan Indian Community,Social Services/Transit,,,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,2960 Tongass Ave,,,Ketchikan,AK,99901,5742,10,www.kictribe.org,7287,NLA4XF2E97L3,,,00002,Alaska Non-UZA,"Ketchikan ANVSA, AK"," 359,299 ", -   , -   , 4 ,, 4 ,,,Tier II,,,
,00271,0T41,Nome Eskimo Community,,NEC,,Reduced Reporter,Tribe,Tribe,,,,,9/30/24,1/31/25,200 W 5Th Ave,,1090,Nome,AK,99762,,10,www.necalaska.org,6985,TN9RANKKJGR4,,,00002,Alaska Non-UZA,"Nome ANVSA, AK", -   , -   , -   ,,,,,,Tier II,,,
,00279,0T40,Hydaburg Cooperative Association,Transportation,,HCA transit,Reduced Reporter,Tribe,Tribe,,,,,12/31/24,4/30/25,P.O. Box 349,,349,Hydaburg,AK,99922,,10,www.hcatribe.org/transportation,7246,GDM2XDL25K58,,,00002,Alaska Non-UZA,"Hydaburg ANVSA, AK"," 359,299 ", -   , -   , 1 ,, 1 ,,,Tier II,,,
0R03,00280,0R03-052,Central Washington Airporter,,CWA,Gold Line,Rural Reporter,Rural,Private-For-Profit Corporation,0R03,Washington State Department of Transportation,,Intercity Bus,12/31/24,4/30/25,1416 Whitehorn St,,,Ferndale,WA,98248,8923,10,http://www.gold-line.us,1724,URXJX7P89MH7,,,,,, -   , -   , -   ,,,,,,Tier II,,,
0R03,00282,0R03-010,Garfield County Transportation Program,,GCTA,Garfield County Transportation Authority,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R03,Washington State Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,789 Main St,,23,Pomeroy,WA,99347,9718,10,https://garfieldcta.com/,1724,EJJFTHEDDFN9, 248 ," 409,271 ",,,, -   , -   , -   , 4 ,, 4 ,0,0,Tier II,,,
0R03,00285,0R03-039,Thurston Regional Planning Council,ruralTRANSIT,TRPC,ruralTRANSIT,Rural Reporter,Rural,"MPO, COG or Other Planning Agency",0R03,Washington State Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,2411 Chandler Ct Sw,,,Olympia,WA,98502,6038,10,https://www.trpc.org/325/Rural-Transit,1724,RA1YHYY4J4N8,,,,,, -   , -   , -   ,, 6 , 6 ,0,0,Tier II,,,
0R03,00286,0R03-032,Rural Resources Community Action,,,,Rural Reporter,Rural,Private-Non-Profit Corporation,0R03,Washington State Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,956 S Main St,Suite A,,Colville,WA,99114,2505,10,https://ruralresources.org/,1724,K7QZQFKWD987,,,,,, -   , -   , -   , 8 ,, 8 ,12,12,Tier II,,,
0R03,00287,0R03-029,People for People Moses Lake,,PFP,,Rural Reporter,Rural,Private-Non-Profit Corporation,0R03,Washington State Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,302 W Lincoln Ave,,,Yakima,WA,98902,2656,10,https://www.mypfp.org/services/transportation/,1724,NA1XSQSKCJJ5,,,,,, -   , -   , -   , 26 ,, 26 ,0,0,Tier II,,,
0R01,00291,0R01-042,Northwestern Stagelines Inc,,,Apple Line,Rural Reporter,Rural,Private-For-Profit Corporation,0R01,Idaho Transportation Department,,Intercity Bus,6/30/24,10/31/24,S 4711 Ben Franklin Ln ,,,Spokane,WA,99224,5179,10,http://www.appleline.us,1722,DYDJA9HKSNF5,,,,,, -   , -   , -   ,,,,,,Tier II,,,
0R03,00291,0R01-042,Northwestern Stagelines Inc,,,Apple Line,Rural Reporter,Rural,Private-For-Profit Corporation,0R03,Washington State Department of Transportation,,Intercity Bus,12/31/24,4/30/25,S 4711 Ben Franklin Ln ,,,Spokane,WA,99224,5179,10,http://www.appleline.us,1722,DYDJA9HKSNF5,,,,,, -   , -   , -   ,,,,,,Tier II,,,
0R03,00294,0R03-020,City of Pullman,Transit,,Pullman Transit,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R03,Washington State Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,190 Se Crestview St # A,,,Pullman,WA,99163,2267,10,http://www.pullmantransit.com,1724,TCK8L733N3K3,,,,,, -   , -   , -   , 17 ,, 17 ,0,0,Tier II,,,
0R02,00296,0R02-028,Tillamook County Transportation District,,TCTD,The Wave,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,,Rural General Public Transit,6/30/24,10/31/24,3600 3Rd St Ste A,,,Tillamook,OR,97141,2730,10,https://nwconnector.org/agencies/tillamook-county-transportation-district/,5979,R2L7KBX6J286,,,,,, -   , -   , -   , 11 ,, 11 ,0,0,Tier II,,,
,00297,0R03-008,People for People Yakima,,PFP,,Reduced Reporter,Urban,Private-Non-Profit Corporation,,,,,6/30/24,10/31/24,302 W Lincoln Ave,,,Yakima,WA,98902,2656,10,https://www.mypfp.org/services/transportation/,1724,NA1XSQSKCJJ5," 4,295 "," 256,643 ",97507,"Yakima, WA",," 133,145 "," 2,387.4 ", 55.8 , 17 ,, 17 ,,,Tier II,,,
0R03,00298,0R03-013,Island Transit,,,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,19758 State Route 20,,,Coupeville,WA,98239,9656,10,https://www.islandtransit.org/,1724,P6LJYEN316D7,,,,,, -   , -   , -   , 57 ,, 57 ,0,0,Tier II,,,
0R03,00299,0R03-015,Klickitat County Senior Services,,MATS,Mount Adams Transportation Service,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R03,Washington State Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,205 S Columbus Ave,,,Goldendale,WA,98620,9279,10,https://www.klickitatcounty.org/363/Mount-Adams-Transportation-Service-MATS,1724,LUMMDUGCZWE7,,,,,, -   , -   , -   , 14 ,, 14 ,3,3,Tier II,,,
0R02,00300,0R02-027,City of Silverton,Public Works,,Silver Trolley,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R02,Oregon Department of Transportation ,,Rural General Public Transit,6/30/24,10/31/24,410 N Water St,,,Silverton,OR,97381,1626,10,https://silverton.or.us/community/page/silver-trolley,1723,PL9YE2DUS6S3,,,,,, -   , -   , -   , 2 ,, 2 ,0,0,Tier II,,,
0R02,00301,0R02-008,South Clackamas Transportation District,,SCTD,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R02,Oregon Department of Transportation ,,Rural General Public Transit,6/30/24,10/31/24,807 E Main St,,517,Molalla,OR,97038,9164,10,http://www.sctd.org,1723,L6ZXQ1Y6G561,,,,,, -   , -   , -   ,, 4 , 4 ,0,0,Tier II,,,
0R03,00303,0R03-009,Clallam Transit System,,CTS,,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R03,Washington State Department of Transportation,,Rural General Public Transit,12/31/24,4/30/25,830 W Lauridsen Blvd,,,Port Angeles,WA,98363,2300,10,http://www.clallamtransit.com,1724,MLEKAKNA8K75,,,,,, -   , -   , -   , 56 ,, 56 ,0,0,Tier II,,,
0R01,00304,0R01-043,Salt Lake Express,Western Trails Charter & Tours LLC,SLE,,Rural Reporter,Rural,Private-For-Profit Corporation,0R01,Idaho Transportation Department,,Intercity Bus,6/30/24,10/31/24,785 S RAILROAD AVE,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,G2HEHQT34J44,,,,,, -   , -   , -   ,,,,,,Tier II,,,
8R06,00304,0R01-043,Salt Lake Express,Western Trails Charter & Tours LLC,SLE,,Rural Reporter,Rural,Private-For-Profit Corporation,8R06,Utah Department of Transportation,,Intercity Bus,6/30/24,10/31/24,785 S RAILROAD AVE,,566,Rexburg,ID,83440,,10,http://www.SaltLakeExpress.com,1144,G2HEHQT34J44,,,,,, -   , -   , -   ,,,,,,Tier II,,,
